"year","player","url","position","college","weight"
"2004","Bernard Berrian","/players/B/BerrBe00.htm","WR","Fresno State","183"
"2004","Tatum Bell","/players/B/BellTa00.htm","RB","Oklahoma State","212"
"2004","Jacob Bell","/players/B/BellJa20.htm","OG","Miami (OH)","302"
"2004","Matthias Askew","/players/A/AskeMa20.htm","DT","Michigan State","308"
"2004","Tim Anderson","/players/A/AndeTi20.htm","DT","Ohio State","307"
"2004","Rich Alexis","/players/A/AlexRi00.htm","RB","Washington","210"
"2004","Carlos Wright","","WR","Tennessee State","203"
"2004","Renaldo Works","","RB","Oklahoma","222"
"2004","Jeff Womble","","DT","Florida State","313"
"2004","Travis Wilson","","FB","Kansas State","256"
"2004","Huey Whittaker","","WR","South Florida","234"
"2004","Alex Wade","","FB","Duke","248"
"2004","Shannon Snell","","OG","Florida","316"
"2004","Kurt Sigler","","C","Eastern Washington","306"
"2004","Kevin Beard","","WR","Miami (FL)","180"
"2004","Maurice Brown","","WR","Iowa","219"
"2004","Darrell Campbell","","DT","Notre Dame","302"
"2004","Dietrich Canterberry","","DT","UNLV","308"
"2004","Toby Cecil","","C","Texas Tech","297"
"2004","Ahmad Childress","","DT","Alabama","351"
"2004","Quinn Christensen","","OG","BYU","312"
"2004","Casey Clausen","","QB","Tennessee","223"
"2004","Chris Collins","","WR","Mississippi","201"
"2004","Regis Crawford","","OG","Arizona State","316"
"2004","Duron Croson","","RB","Fort Valley State","226"
"2004","Lane Danielson","","WR","Iowa State","197"
"2004","Josh Davis","","RB","Nebraska","200"
"2004","Mondre Dickerson","","DT","Tennessee","316"
"2004","Khiawatha Downey","","OG","Indiana (PA)","332"
"2004","Clarence Farmer","","RB","Arizona","231"
"2004","Jason Fife","","QB","Oregon","226"
"2004","Antonio Hall","","OG","Kentucky","317"
"2004","Joseph Hayes","","OG","San Jose State","311"
"2004","Cedric Hilliard","","DT","Notre Dame","307"
"2004","Scott Jackson","","C","BYU","300"
"2004","B.J. Johnson","","WR","Texas","207"
"2004","Tony Johnson","","WR","Penn State","202"
"2004","Robert Kent","","QB","Jackson State","222"
"2004","Derrick Knight","","RB","Boston College","209"
"2004","Tim Manning","","WR","Jackson State","179"
"2004","Derek McCoy","","WR","Colorado","210"
"2004","DeMarco McNeil","","DT","Auburn","310"
"2004","James Newson","","WR","Oregon State","213"
"2004","Carlos Perez","","WR","Florida","203"
"2004","Chad Pugh","","DT","TCU","321"
"2004","Scott Rislov","","QB","San Jose State","224"
"2004","Ell Roberson","","QB","Kansas State","194"
"2004","Fred Russell","","RB","Iowa","195"
"2004","Rod Rutherford","","QB","Pittsburgh","240"
"2004","Dexter Wynn","/players/W/WynnDe20.htm","CB","Colorado State","175"
"2004","Kellen Winslow","/players/W/WinsKe01.htm","TE","Miami (FL)","251"
"2004","Mark Wilson","/players/W/WilsMa21.htm","OT","California","314"
"2004","Kris Wilson","/players/W/WilsKr00.htm","TE","Pittsburgh","248"
"2004","Quintin Williams","/players/W/WillQu20.htm","FS","Wake Forest","207"
"2004","Madieu Williams","/players/W/WillMa20.htm","FS","Maryland","193"
"2004","Demorrio Williams","/players/W/WillDe22.htm","OLB","Nebraska","232"
"2004","D.J. Williams","/players/W/WillD.20.htm","OLB","Miami (FL)","250"
"2004","Travelle Wharton","/players/W/WharTr20.htm","OT","South Carolina","312"
"2004","Courtney Watson","/players/W/WatsCo20.htm","OLB","Notre Dame","237"
"2004","Benjamin Watson","/players/W/WatsBe00.htm","TE","Georgia","258"
"2004","Rashad Washington","/players/W/WashRa20.htm","FS","Kansas State","223"
"2004","Matt Ware","/players/W/WareMa20.htm","FS","UCLA","209"
"2004","Michael Waddell","/players/W/WaddMi20.htm","CB","North Carolina","187"
"2004","Jonathan Vilma","/players/V/VilmJo99.htm","ILB","Miami (FL)","233"
"2004","Khaleed Vaughn","/players/V/VaugKh20.htm","DE","Clemson","281"
"2004","Nathan Vasher","/players/V/VashNa99.htm","CB","Texas","177"
"2004","Ben Utecht","/players/U/UtecBe00.htm","TE","Minnesota","249"
"2004","Kenechi Udeze","/players/U/UdezKe20.htm","DE","Southern California","281"
"2004","Sean Tufts","/players/T/TuftSe20.htm","OLB","Colorado","242"
"2004","Ben Troupe","/players/T/TrouBe00.htm","TE","Florida","265"
"2004","Reggie Torbor","/players/T/TorbRe20.htm","DE","Auburn","254"
"2004","Bruce Thornton","/players/T/ThorBr21.htm","CB","Georgia","197"
"2004","Joey Thomas","/players/T/ThomJo21.htm","CB","Montana State","195"
"2004","Dontarrious Thomas","/players/T/ThomDo21.htm","OLB","Auburn","241"
"2004","Chris Thompson","/players/T/ThomCh24.htm","CB","Nicholls State","189"
"2004","Sean Taylor","/players/T/TaylSe20.htm","FS","Miami (FL)","230"
"2004","Billy Strother","/players/S/StroBi20.htm","OLB","New Mexico","241"
"2004","Derrick Strait","/players/S/StraDe20.htm","CB","Oklahoma","196"
"2004","Larry Stevens","/players/S/StevLa20.htm","DE","Michigan","241"
"2004","Max Starks","/players/S/StarMa21.htm","OT","Florida","350"
"2004","Cody Spencer","/players/S/SpenCo20.htm","ILB","North Texas","242"
"2004","Will Smith","/players/S/SmitWi99.htm","DE","Ohio State","275"
"2004","Keith Smith","/players/S/SmitKe20.htm","CB","McNeese State","201"
"2004","Daryl Smith","/players/S/SmitDa24.htm","OLB","Georgia Tech","234"
"2004","Antonio Smith","/players/S/SmitAn22.htm","DE","Oklahoma State","274"
"2004","Jeff Shoate","/players/S/ShoaJe20.htm","CB","San Diego State","189"
"2004","Jason Shivers","/players/S/ShivJa20.htm","FS","Arizona State","201"
"2004","Richard Seigler","/players/S/SeigRi20.htm","ILB","Oregon State","244"
"2004","Carlos Joseph","","OT","Miami (FL)","345"
"2004","Jake Scott","/players/S/ScotJa21.htm","OT","Idaho","281"
"2004","Darrion Scott","/players/S/ScotDa20.htm","DE","Ohio State","289"
"2004","Stuart Schweigert","/players/S/SchwSt20.htm","FS","Purdue","218"
"2004","Bo Schobel","/players/S/SchoBo20.htm","DE","TCU","271"
"2004","B.J. Sander","/players/S/SandB.20.htm","P","Ohio State","219"
"2004","Sean Ryan","/players/R/RyanSe00.htm","TE","Boston College","268"
"2004","Jacob Rogers","/players/R/RogeJa20.htm","OT","Southern California","307"
"2004","Dunta Robinson","/players/R/RobiDu20.htm","CB","South Carolina","186"
"2004","Constantin Ritzmann","/players/R/RitzCo20.htm","DE","Tennessee","259"
"2004","Brian Rimpf","/players/R/RimpBr20.htm","OT","East Carolina","319"
"2004","Robert Reynolds","/players/R/ReynRo20.htm","ILB","Ohio State","251"
"2004","Dexter Reid","/players/R/ReidDe20.htm","FS","North Carolina","203"
"2004","Keiwan Ratliff","/players/R/RatlKe20.htm","CB","Florida","194"
"2004","Shawn Johnson","","DE","Delaware","269"
"2004","Etric Pruitt","/players/P/PruiEt20.htm","FS","Southern Miss","197"
"2004","Kendyll Pope","/players/P/PopeKe20.htm","OLB","Florida State","226"
"2004","Derrick Pope","/players/P/PopeDe20.htm","OLB","Alabama","230"
"2004","Will Poole","/players/P/PoolWi20.htm","CB","Southern California","194"
"2004","Nathaniel Adibi","","DE","Virginia Tech","254"
"2004","Brett Pierce","/players/P/PierBr00.htm","TE","Stanford","250"
"2004","Shaun Phillips","/players/P/PhilSh20.htm","DE","Purdue","255"
"2004","Jason Peters","/players/P/PeteJa21.htm","TE","Arkansas","336"
"2004","Shane Olivea","/players/O/OlivSh20.htm","OT","Ohio State","302"
"2004","Antwan Odom","/players/O/OdomAn20.htm","DE","Alabama","274"
"2004","Marko Cavka","","OT","Sacramento State","294"
"2004","Isaac Hilton","","DE","Hampton","267"
"2004","Drew Strojny","","OT","Duke","327"
"2004","Jim Molinaro","/players/M/MoliJi20.htm","OT","Notre Dame","308"
"2004","Caleb Miller","/players/M/MillCa20.htm","ILB","Arkansas","224"
"2004","Tony Pape","","OT","Michigan","323"
"2004","Sean McHugh","/players/M/McHuSe00.htm","TE","Penn State","264"
"2004","Dylan McFarland","/players/M/McFaDy20.htm","OT","Montana","304"
"2004","Bobby McCray","/players/M/McCrBo20.htm","DE","Florida","255"
"2004","Keith Lewis","/players/L/LewiKe20.htm","FS","Oregon","204"
"2004","Alex Lewis","/players/L/LewiAl20.htm","OLB","Wisconsin","227"
"2004","Jeremy LeSueur","/players/L/LeSuJe20.htm","CB","Michigan","197"
"2004","Brad Lekkerkerker","/players/L/LekkBr20.htm","OT","California-Davis","317"
"2004","Teddy Lehman","/players/L/LehmTe20.htm","OLB","Oklahoma","240"
"2004","Andy Lee","/players/L/LeexAn20.htm","P","Pittsburgh","207"
"2004","Kyle Larson","/players/L/LarsKy20.htm","P","Nebraska","204"
"2004","Travis Laboy","/players/L/LaBoTr20.htm","DE","Hawaii","263"
"2004","Niko Koutouvides","/players/K/KoutNi20.htm","ILB","Purdue","244"
"2004","Tommy Kelly","/players/K/KellTo21.htm","DE","Mississippi State","294"
"2004","Sean Jones","/players/J/JoneSe20.htm","FS","Georgia","218"
"2004","Donnie Jones","/players/J/JoneDo21.htm","P","LSU","222"
"2004","Adrian Jones","/players/J/JoneAd20.htm","OT","Kansas","296"
"2004","Trevor Johnson","/players/J/JohnTr21.htm","DE","Nebraska","260"
"2004","Landon Johnson","/players/J/JohnLa20.htm","OLB","Purdue","227"
"2004","Leon Joe","/players/J/JoexLe20.htm","OLB","Maryland","230"
"2004","Sean Bubin","","OT","Illinois","306"
"2004","Von Hutchins","/players/H/HutcVo20.htm","CB","Mississippi","185"
"2004","Vontez Duff","","CB","Notre Dame","203"
"2004","T.J. Hollowell","/players/H/HollT.20.htm","OLB","Nebraska","235"
"2004","Marquise Hill","/players/H/HillMa21.htm","DE","LSU","305"
"2004","Ben Hartsock","/players/H/HartBe00.htm","TE","Ohio State","263"
"2004","DeAngelo Hall","/players/H/HallDe99.htm","CB","Virginia Tech","202"
"2004","Roderick Green","/players/G/GreeRo20.htm","DE","Central Missouri","245"
"2004","Jabari Greer","/players/G/GreeJa22.htm","CB","Tennessee","178"
"2004","Ronnie Ghent","/players/G/GhenRo00.htm","TE","Louisville","248"
"2004","Robert Geathers","/players/G/GeatRo21.htm","DE","Georgia","271"
"2004","Rich Gardner","/players/G/GardRi20.htm","CB","Penn State","199"
"2004","Gilbert Gardner","/players/G/GardGi20.htm","OLB","Purdue","229"
"2004","Chris Gamble","/players/G/GambCh20.htm","CB","Ohio State","198"
"2004","Robert Gallery","/players/G/GallRo20.htm","OT","Iowa","323"
"2004","Michael Gaines","/players/G/GainMi00.htm","TE","Central Florida","275"
"2004","Keyaron Fox","/players/F/FoxxKe20.htm","OLB","Georgia Tech","227"
"2004","Ryan Fowler","/players/F/FowlRy20.htm","ILB","Duke","250"
"2004","Tim Euhus","/players/E/EuhuTi00.htm","TE","Oregon State","260"
"2004","Jeff Dugan","/players/D/DugaJe00.htm","TE","Maryland","263"
"2004","Nat Dorsey","/players/D/DorsNa20.htm","OT","Georgia Tech","322"
"2004","Curtis DeLoatch","/players/D/DeLoCu20.htm","CB","North Carolina A&T","214"
"2004","Rod Davis","/players/D/DaviRo21.htm","ILB","Southern Miss","239"
"2004","Karlos Dansby","/players/D/DansKa20.htm","OLB","Auburn","251"
"2004","Jorge Cordova","/players/C/CordJo20.htm","ILB","Nevada","241"
"2004","Marquis Cooper","/players/C/CoopMa21.htm","OLB","Washington","223"
"2004","Chris Cooley","/players/C/CoolCh00.htm","TE","Utah State","265"
"2004","Erik Coleman","/players/C/ColeEr21.htm","FS","Washington State","200"
"2004","Ricardo Colclough","/players/C/ColcRi20.htm","CB","Tusculum","194"
"2004","Brandon Chillar","/players/C/ChilBr20.htm","OLB","UCLA","253"
"2004","Claude Harriott","","DE","Pittsburgh","252"
"2004","Kirk Chambers","/players/C/ChamKi20.htm","OT","Stanford","313"
"2004","Ahmad Carroll","/players/C/CarrAh20.htm","CB","Arkansas","195"
"2004","Kelly Butler","/players/B/ButlKe21.htm","OT","Purdue","320"
"2004","Rufus Brown","/players/B/BrowRu21.htm","CB","Florida State","187"
"2004","Greg Brooks","/players/B/BrooGr20.htm","CB","Southern Miss","177"
"2004","Michael Boulware","/players/B/BoulMi20.htm","OLB","Florida State","225"
"2004","Colby Bockwoldt","/players/B/BockCo20.htm","OLB","BYU","230"
"2004","Dave Ball","/players/B/BallDa20.htm","DE","UCLA","277"
"2004","Rashad Baker","/players/B/BakeRa21.htm","FS","Tennessee","204"
"2004","Jason Babin","/players/B/BabiJa20.htm","DE","Western Michigan","260"
"2004","Stacy Andrews","/players/A/AndrSt21.htm","OT","Mississippi","342"
"2004","Shawn Andrews","/players/A/AndrSh55.htm","OT","Arkansas","366"
"2004","Courtney Anderson","/players/A/AndeCo00.htm","TE","San Jose State","269"
"2004","Will Allen","/players/A/AlleWi21.htm","FS","Ohio State","202"
"2004","Jared Allen","/players/A/AlleJa22.htm","DE","Idaho State","265"
"2004","Roc Alexander","/players/A/AlexRo21.htm","CB","Washington","185"
"2004","Keith Willis","","TE","Virginia Tech","260"
"2004","Mike Walker","","TE","Minnesota-Morris","254"
"2004","Daryl Towns","","OLB","Nevada","224"
"2004","Deryck Toles","","OLB","Penn State","224"
"2004","Greg Taplin","","DE","Michigan State","267"
"2004","Andrew Shull","","DE","Kansas State","265"
"2004","Marcell Allmond","","CB","Southern California","209"
"2004","Bobby Blizzard","","TE","North Carolina","266"
"2004","Josh Buhl","","OLB","Kansas State","204"
"2004","Cols Colas","","OLB","Virginia Tech","233"
"2004","Kentrell Curry","","FS","Georgia","201"
"2004","Daryl Dixon","","FS","Florida","195"
"2004","Deandre' Eiland","","FS","South Carolina","202"
"2004","Kevin Emanuel","","DE","Florida State","251"
"2004","Brandon Everage","","FS","Oklahoma","194"
"2004","J.P. Foschi","","TE","Georgia Tech","266"
"2004","Jonathan Harrell","","OLB","Northern Iowa","242"
"2004","Bryan Hickman","","OLB","Kansas State","231"
"2004","Maurice Jones","","OLB","South Florida","249"
"2004","Randy Jordan","","CB","Kansas State","178"
"2004","Lewis Moore","","OLB","Pittsburgh","234"
"2004","Gabe Nyenhuis","","DE","Colorado","269"
"2004","Uyi Osunde","","DE","Connecticut","252"
"2004","Josh Parrish","","OT","Washington State","330"
"2004","Lawrence Richardson","","CB","Arkansas","194"
"2004","Greg Richmond","","OLB","Oklahoma State","233"
"2004","Stanford Samuels","","CB","Florida State","193"
"2005","Scott Young","/players/Y/YounSc20.htm","OG","BYU","312"
"2005","Troy Williamson","/players/W/WillTr01.htm","WR","South Carolina","203"
"2005","Mike Williams","/players/W/WillMi03.htm","WR","Southern California","229"
"2005","Cadillac Williams","/players/W/WillCa02.htm","RB","Auburn","217"
"2005","Ben Wilkerson","/players/W/WilkBe20.htm","C","LSU","299"
"2005","Roddy White","/players/W/WhitRo00.htm","WR","Alabama-Birmingham","207"
"2005","Manuel White","","FB","Michigan State","244"
"2005","Paris Warren","/players/W/WarrPa00.htm","WR","Utah","219"
"2005","Andrew Walter","/players/W/WaltAn00.htm","QB","Arizona State","233"
"2005","Kevin Vickerson","/players/V/VickKe99.htm","DT","Michigan State","310"
"2005","Craphonso Thorpe","/players/T/ThorCr00.htm","WR","Florida State","188"
"2005","Claude Terrell","/players/T/TerrCl20.htm","OG","New Mexico","343"
"2005","J.R. Russell","","WR","Louisville","206"
"2005","Darren Sproles","/players/S/SproDa00.htm","RB","Kansas State","187"
"2005","Chris Spencer","/players/S/SpenCh21.htm","C","Mississippi","309"
"2005","Adam Snyder","/players/S/SnydAd20.htm","OG","Michigan State","316"
"2005","Alex Smith","/players/S/SmitAl03.htm","QB","Utah","217"
"2005","Darrell Shropshire","/players/S/ShroDa20.htm","DT","South Carolina","301"
"2005","Eric Shelton","/players/S/ShelEr00.htm","RB","Louisville","246"
"2005","David Greene","","QB","Georgia","226"
"2005","Aaron Rodgers","/players/R/RodgAa00.htm","QB","California","223"
"2005","Courtney Roby","/players/R/RobyCo00.htm","WR","Indiana","189"
"2005","Derreck Robinson","/players/R/RobiDe21.htm","DT","Iowa","289"
"2005","Jamaica Rector","/players/R/RectJa00.htm","WR","Northwest Missouri State","186"
"2005","Duke Preston","/players/P/PresDu20.htm","C","Illinois","311"
"2005","Sione Pouha","/players/P/PouhSi20.htm","DT","Utah","325"
"2005","Fred Gibson","","WR","Georgia","196"
"2005","Tab Perry","/players/P/PerrTa00.htm","WR","UCLA","229"
"2005","Alvin Pearman","/players/P/PearAl00.htm","RB","Virginia","208"
"2005","Mike Patterson","/players/P/PattMi20.htm","DT","Southern California","292"
"2005","Roscoe Parrish","/players/P/ParrRo00.htm","WR","Miami (FL)","168"
"2005","Chad Owens","/players/O/OwenCh00.htm","WR","Hawaii","183"
"2005","Kyle Orton","/players/O/OrtoKy00.htm","QB","Purdue","233"
"2005","Dan Orlovsky","/players/O/OrloDa00.htm","QB","Connecticut","225"
"2005","Adrian McPherson","","QB","Florida State","218"
"2005","Chase Lyman","","WR","California","217"
"2005","Doug Nienhuis","/players/N/NienDo20.htm","OG","Oregon State","307"
"2005","Chris Myers","/players/M/MyerCh20.htm","OG","Miami (FL)","300"
"2005","Terrence Murphy","/players/M/MurpTe00.htm","WR","Texas A&M","202"
"2005","Scott Mruczkowski","/players/M/MrucSc20.htm","C","Bowling Green","321"
"2005","C.J. Mosley","/players/M/MoslC.20.htm","DT","Missouri","314"
"2005","Vernand Morency","/players/M/MoreVe00.htm","RB","Oklahoma State","212"
"2005","Lance Moore","/players/M/MoorLa00.htm","WR","Toledo","177"
"2005","Ryan Moats","/players/M/MoatRy00.htm","RB","Louisiana Tech","210"
"2005","Leron McCoy","/players/M/McCoLe00.htm","WR","Indiana (PA)","211"
"2005","Jerome Mathis","/players/M/MathJe00.htm","WR","Hampton","181"
"2005","Evan Mathis","/players/M/MathEv20.htm","OG","Alabama","304"
"2005","Rasheed Marshall","/players/M/MarsRa00.htm","WR","West Virginia","185"
"2005","Logan Mankins","/players/M/MankLo20.htm","OG","Fresno State","307"
"2005","Chris Kemoeatu","/players/K/KemoCh20.htm","OG","Utah","344"
"2005","Keith Joseph","/players/J/JoseKe00.htm","FB","Texas A&M","254"
"2005","Brandon Jones","/players/J/JoneBr02.htm","WR","Oklahoma","210"
"2005","Travis Johnson","/players/J/JohnTr20.htm","DT","Florida State","305"
"2005","Marcus Johnson","/players/J/JohnMa20.htm","OG","Mississippi","321"
"2005","Jason Jefferson","/players/J/JeffJa21.htm","DT","Wisconsin","310"
"2005","Brandon Jacobs","/players/J/JacoBr00.htm","RB","Southern Illinois","267"
"2005","Vincent Jackson","/players/J/JackVi00.htm","WR","Northern Colorado","241"
"2005","Richie Incognito","/players/I/IncoRi20.htm","C","Nebraska","305"
"2005","Cedric Houston","/players/H/HousCe00.htm","RB","Tennessee","225"
"2005","Drew Hodgdon","/players/H/HodgDr20.htm","C","Arizona State","309"
"2005","Noah Herron","/players/H/HerrNo00.htm","RB","Northwestern","224"
"2005","Chris Henry","/players/H/HenrCh00.htm","WR","West Virginia","197"
"2005","Madison Hedgecock","/players/H/HedgMa00.htm","FB","North Carolina","266"
"2005","Alex Haynes","/players/H/HaynAl00.htm","RB","Central Florida","223"
"2005","Anttaj Hawthorne","/players/H/HawtAn20.htm","DT","Wisconsin","321"
"2005","Kay-Jay Harris","/players/H/HarrKa00.htm","RB","West Virginia","241"
"2005","Geoff Hangartner","/players/H/HangGe20.htm","C","Texas A&M","301"
"2005","Justin Green","/players/G/GreeJu00.htm","FB","Montana","251"
"2005","Ryan Grant","/players/G/GranRy00.htm","RB","Notre Dame","215"
"2005","Frank Gore","/players/G/GoreFr00.htm","RB","Miami (FL)","217"
"2005","Craig Bragg","","WR","UCLA","196"
"2005","Eric Ghiaciuc","/players/G/GhiaEr20.htm","C","Central Michigan","302"
"2005","Lionel Gates","/players/G/GateLi00.htm","RB","Louisville","222"
"2005","Dylan Gandy","/players/G/GandDy20.htm","OG","Texas Tech","304"
"2005","Charlie Frye","/players/F/FryeCh00.htm","QB","Akron","225"
"2005","Ryan Fitzpatrick","/players/F/FitzRy00.htm","QB","Harvard","232"
"2005","Ronald Fields","/players/F/FielRo20.htm","DT","Mississippi State","313"
"2005","Ciatrick Fason","/players/F/FasoCi00.htm","RB","Florida","207"
"2005","Atiyyah Ellison","/players/E/ElliAt00.htm","DT","Missouri","305"
"2005","Braylon Edwards","/players/E/EdwaBr00.htm","WR","Michigan","211"
"2005","Kevin Dudley","/players/D/DudlKe00.htm","FB","Michigan","238"
"2005","Maurice Clarett","","RB","Ohio State","234"
"2005","Airese Currie","/players/C/CurrAi00.htm","WR","Clemson","186"
"2005","Junius Coston","/players/C/CostJu20.htm","C","North Carolina A&T","310"
"2005","Shaun Cody","/players/C/CodySh20.htm","DT","Southern California","293"
"2005","DeAndra Cobb","/players/C/CobbDe00.htm","RB","Michigan State","196"
"2005","Anthony Davis","","RB","Wisconsin","200"
"2005","Mark Clayton","/players/C/ClayMa01.htm","WR","Oklahoma","193"
"2005","Luis Castillo","/players/C/CastLu20.htm","DT","Northwestern","303"
"2005","Stefan LeFors","","QB","Louisville","208"
"2005","Jason Campbell","/players/C/CampJa00.htm","QB","Auburn","230"
"2005","Tim Bulman","/players/B/BulmTi20.htm","DT","Boston College","294"
"2005","Dan Buenning","/players/B/BuenDa20.htm","OG","Wisconsin","320"
"2005","Anthony Bryant","/players/B/BryaAn20.htm","DT","Alabama","337"
"2005","Ronnie Brown","/players/B/BrowRo05.htm","RB","Auburn","233"
"2005","Reggie Brown","/players/B/BrowRe01.htm","WR","Georgia","196"
"2005","Jason Brown","/players/B/BrowJa23.htm","C","North Carolina","313"
"2005","Elton Brown","/players/B/BrowEl20.htm","OG","Virginia","329"
"2005","Nehemiah Broughton","/players/B/BrouNe00.htm","RB","Citadel","250"
"2005","Mark Bradley","/players/B/BradMa00.htm","WR","Oklahoma","201"
"2005","Brock Berlin","/players/B/BerlBr00.htm","QB","Miami (FL)","221"
"2005","Cedric Benson","/players/B/BensCe00.htm","RB","Texas","222"
"2005","Marion Barber","/players/B/BarbMa01.htm","RB","Minnesota","221"
"2005","Jonathan Babineaux","/players/B/BabiJo20.htm","DT","Iowa","286"
"2005","David Baas","/players/B/BaasDa20.htm","OG","Michigan","319"
"2005","J.J. Arrington","/players/A/ArriJ.00.htm","RB","California","214"
"2005","Derek Anderson","/players/A/AndeDe00.htm","QB","Oregon State","242"
"2005","Lorenzo Alexander","/players/A/AlexLo99.htm","DT","California","289"
"2005","Jason White","","QB","Oklahoma","223"
"2005","Isaac West","","WR","Furman","187"
"2005","Zach Tuiasosopo","","FB","Washington","249"
"2005","Chauncey Stovall","","WR","Florida State","221"
"2005","Nick Steitz","","OG","Oregon","312"
"2005","Dan Sheldon","","WR","Northern Illinois","179"
"2005","Steve Savoy","","WR","Utah","192"
"2005","Leon Robinson","","OG","Georgia Tech","314"
"2005","Chris Rix","","QB","Florida State","214"
"2005","Dante' Ridgeway","","WR","Ball State","212"
"2005","Walter Reyes","","RB","Syracuse","209"
"2005","Bryan Randall","","QB","Virginia Tech","225"
"2005","Bobby Purify","","RB","Colorado","210"
"2005","Jared Allen","","QB","Florida Atlantic","218"
"2005","DeCori Birmingham","","RB","Arkansas","210"
"2005","C.J. Brooks","","OG","Maryland","309"
"2005","Doug Buckles","","OG","Mississippi","311"
"2005","Larry Burt","","DT","Miami (OH)","304"
"2005","Timmy Chang","","QB","Hawaii","211"
"2005","Jonathan Clinkscale","","OG","Wisconsin","315"
"2005","Eric Coleman","","DT","Clemson","288"
"2005","Josh Davis","","WR","Marshall","191"
"2005","Ben Dougherty","","QB","Florida A&M","222"
"2005","Charles Frederick","","WR","Washington","194"
"2005","Howard Gilmore","","WR","Norfolk State","194"
"2005","Gino Guidugli","","QB","Cincinnati","229"
"2005","Josh Haldi","","QB","Northern Illinois","215"
"2005","Reggie Harrell","","WR","TCU","214"
"2005","Efrem Hill","","WR","Samford","179"
"2005","Ray Hudson","","RB","Alabama","192"
"2005","Rob Hunt","","C","North Dakota State","301"
"2005","Dustin Long","","QB","Sam Houston State","208"
"2005","Tony Madison","","WR","Hampton","213"
"2005","Tommy Manus","","WR","Morgan State","222"
"2005","Will Matthews","","FB","Texas","248"
"2005","Lynn McGruder","","DT","Oklahoma","307"
"2005","T.A. McLendon","","RB","North Carolina State","235"
"2005","Albert Means","","DT","Memphis","318"
"2005","Craig Ochs","","QB","Montana","218"
"2005","Cornelius Wortham","/players/W/WortCo20.htm","OLB","Alabama","236"
"2005","Jerron Wishom","/players/W/WishJe20.htm","CB","Louisiana Tech","193"
"2005","Stanley Wilson","/players/W/WilsSt20.htm","CB","Stanford","185"
"2005","Ray Willis","/players/W/WillRa22.htm","OT","Florida State","327"
"2005","Darrent Williams","/players/W/WillDa21.htm","CB","Oklahoma State","176"
"2005","Jonathan Welsh","/players/W/WelsJo20.htm","OLB","Wisconsin","244"
"2005","Corey Webster","/players/W/WebsCo20.htm","CB","LSU","199"
"2005","Fabian Washington","/players/W/WashFa20.htm","CB","Nebraska","188"
"2005","Jared Newberry","","OLB","Stanford","234"
"2005","DeMarcus Ware","/players/W/WareDe99.htm","OLB","Troy","251"
"2005","Rian Wallace","/players/W/WallRi20.htm","OLB","Temple","241"
"2005","Cameron Wake","/players/W/WakeCa00.htm","OLB","Penn State","236"
"2005","Jimmy Verdon","/players/V/VerdJi20.htm","DE","Arizona State","280"
"2005","Marviel Underwood","/players/U/UndeMa20.htm","FS","San Diego State","205"
"2005","Justin Tuck","/players/T/TuckJu20.htm","DE","Notre Dame","268"
"2005","Odell Thurman","/players/T/ThurOd20.htm","ILB","Georgia","233"
"2005","Adam Terry","/players/T/TerrAd20.htm","OT","Syracuse","330"
"2005","Lofa Tatupu","/players/T/TatuLo99.htm","ILB","Southern California","238"
"2005","Chris Colmer","","OT","North Carolina State","310"
"2005","Bill Swancutt","/players/S/SwanBi20.htm","DE","Oregon State","270"
"2005","David Stewart","/players/S/StewDa21.htm","OT","Mississippi State","314"
"2005","Scott Starks","/players/S/StarSc20.htm","CB","Wisconsin","172"
"2005","Marcus Spears","/players/S/SpeaMa21.htm","DE","LSU","307"
"2005","Alex Smith","/players/S/SmitAl02.htm","TE","Stanford","258"
"2005","Wes Sims","/players/S/SimsWe20.htm","OT","Oklahoma","318"
"2005","Adam Seward","/players/S/SewaAd20.htm","ILB","UNLV","248"
"2005","Gerald Sensabaugh","/players/S/SensGe20.htm","FS","North Carolina","214"
"2005","Tony Jackson","","TE","Iowa","266"
"2005","Bo Scaife","/players/S/ScaiBo00.htm","TE","Texas","249"
"2005","Barrett Ruud","/players/R/RuudBa20.htm","ILB","Nebraska","241"
"2005","Stanford Routt","/players/R/RoutSt20.htm","CB","Houston","193"
"2005","Matt Roth","/players/R/RothMa20.htm","DE","Iowa","278"
"2005","Michael Roos","/players/R/RoosMi20.htm","OT","Eastern Washington","320"
"2005","Antrel Rolle","/players/R/RollAn20.htm","CB","Miami (FL)","201"
"2005","Carlos Rogers","/players/R/RogeCa20.htm","CB","Auburn","196"
"2005","Ryan Riddle","/players/R/RiddRy20.htm","DE","California","256"
"2005","Kerry Rhodes","/players/R/RhodKe20.htm","FS","Louisville","209"
"2005","Lamont Reid","/players/R/ReidLa20.htm","CB","North Carolina State","195"
"2005","Pete McMahon","","OT","Iowa","329"
"2005","Brady Poppinga","/players/P/PoppBr20.htm","DE","BYU","259"
"2005","Brodney Pool","/players/P/PoolBr20.htm","FS","Oklahoma","207"
"2005","David Pollack","/players/P/PollDa20.htm","DE","Georgia","265"
"2005","Calvin Armstrong","","OT","Washington State","325"
"2005","Kenneth Pettway","/players/P/PettKe20.htm","OLB","Grambling State","236"
"2005","Rob Petitti","/players/P/PetiRo20.htm","OT","Pittsburgh","347"
"2005","Antonio Perkins","/players/P/PerkAn20.htm","CB","Oklahoma","190"
