name,position_id,season_av,year,round
Corey Brown,WR,3.666666667,,
Adam Humphries,WR,3.5,,
Aubrey Matthews,WR,1.333333333,,
Eric Guliford,WR,1.666666667,,
Will Moore,WR,1,,
Derick Armstrong,WR,2,,
Eddie Drummond,WR,1,,
Corey Harris,CB,0.4,,
Kassim Osgood,WR,0.666666667,,
Greg Lewis,WR,2.125,,
Scottie Vines,WR,2,,
Hank Baskett,WR,1.8,,
Terrance Copper,WR,1.111111111,,
Jerheme Urban,WR,2,,
Preston Parker,WR,1.4,,
Donald Jones,WR,2.666666667,,
Micheal Spurlock,WR,1.125,,
Kenbrell Thompkins,WR,2.333333333,,
Davis Sanchez,CB,1,,
Marlon Brown,WR,2.333333333,,
Andre Holmes,WR,2,,
Brandon Coleman,WR,3,,
Robby Anderson,WR,4,,
Anthony Edwards,WR,2,,
Tyrone Brown,WR,2.5,,
Freddie Solomon,WR,1.666666667,,
James Hundon,WR,1,,
Kevin Alexander,WR,2,,
Damon Gibson,WR,0.75,,
Don Morgan,S,0.25,,
Robert Wilson,WR,2,,
Randy Hymes,WR,1.666666667,,
Ruvell Martin,WR,1.285714286,,
Glenn Martinez,WR,0.75,,
Sam Hurd,WR,1.166666667,,
Blair White,WR,1.5,,
Eric Weems,WR,0.6,,
Armon Binns,WR,3,,
Damaris Johnson,WR,1.5,,
Joe Morgan,WR,1.333333333,,
Jason Bell,CB,1,,
Kevin Ogletree,WR,1.333333333,,
Mike Brown,WR,1.333333333,,
Bryan Walters,WR,1.2,,
Rashad Ross,WR,1,,
Chester Rogers,WR,3,,
Russell Shepard,WR,0.75,,
Arthur Marshall,WR,1.333333333,,
Tom Waddle,WR,2,,
Brett Bech,WR,0.666666667,,
Tony Horne,WR,1.5,,
Jimmy Wyrick,CB,0.8,,
Mac Cody,WR,1,,
Reggie Jones,WR,0.666666667,,
Chris Thomas,WR,0.833333333,,
Trevor Insley,WR,2,,
Bryan Gilmore,WR,0.875,,
Chris Horn,WR,2,,
Frisman Jackson,WR,0.75,,
Glenn Holt,WR,0.666666667,,
John Standeford,WR,1,,
Dane Sanzenbacher,WR,1,,
Tashaun Gipson,S,5.4,,
Ligarius Jennings,CB,0.5,,
Jordan Norwood,WR,1.2,,
Matt Willis,WR,1.5,,
Naaman Roosevelt,WR,1.5,,
Da'Rick Rogers,WR,2,,
Darius Johnson,WR,2,,
Drew Davis,WR,0.666666667,,
Griff Whalen,WR,0.8,,
Jaron Brown,WR,1.5,,
Ricardo Lockette,WR,1,,
Chris Matthews,WR,1,,
Richard Newsome,S,1,,
Jeremy Butler,WR,1,,
Josh Bellamy,WR,0.8,,
Deonte Thompson,WR,0.8,,
Geronimo Allison,WR,2,,
Jordan Taylor,WR,2,,
Bryan Reeves,WR,0.5,,
Dwight Stone,WR,0.142857143,,
Leonard Harris,WR,1,,
Richard Buchanan,WR,1,,
Vernon Turner,WR,0.5,,
Sean McDermott,TE,0.333333333,,
Darryl Spencer,WR,0.5,,
Hason Graham,WR,1,,
Freddie Scott,WR,0.333333333,,
Jermaine Ross,WR,0.333333333,,
Fabien Bownes,WR,0.5,,
Mark Harris,WR,0.75,,
Ronnie Harris,WR,0.333333333,,
Tommie Boyd,WR,0.5,,
Jeff Ogden,WR,0.8,,
Andre Cooper,WR,1,,
Ahmad Brooks,CB,1,,
Damon Griffin,WR,0.5,,
Damon Hodge,WR,1,,
Scottie Montgomery,WR,0.666666667,,
Ahmad Merritt,WR,0.333333333,,
Karl Hankton,WR,0.125,,
Nate Poole,WR,0.75,,
Aaron Moorehead,WR,0.8,,
Clarence Coleman,WR,1,,
Cortez Hankton,WR,0.75,,
Dondre Gilliam,WR,0.5,,
Brandon Jennings,CB,0.333333333,,
Jimmy Farris,WR,0.333333333,,
Jimmy Redmond,WR,0.5,,
John Stone,WR,0.5,,
Richard Alston,WR,1,,
Andrae Thurman,WR,0.5,,
Antonio Brown,WR,0.333333333,,
Edell Shepherd,WR,0.333333333,,
Otis Amey,WR,1,,
Todd Devoe,WR,0.5,,
Carlyle Holiday,WR,0.333333333,,
Brian Leigeb,S,1,,
Jamal Jones,WR,0.5,,
Michael Jennings,WR,1,,
Brandon Middleton,WR,0.5,,
Chad Lucas,WR,0.5,,
Wallace Wright,WR,1,,
Dominique Zeigler,WR,1,,
Lance Long,WR,0.5,,
Nate Hughes,WR,1,,
Brandon Banks,WR,0.333333333,,
Chad Hall,WR,0.25,,
DeWayne Patmon,S,0.5,,
Marlon Moore,WR,0.5,,
Max Komar,WR,0.5,,
Stephen Williams,WR,1,,
Verran Tucker,WR,1,,
Chastin West,WR,1,,
Jesse Holley,WR,0.5,,
Nick Miller,WR,0.5,,
Richard Goodman,WR,0.333333333,,
Josh Cooper,WR,0.5,,
Kevin Elliott,WR,1,,
Jack Brewer,S,0.5,,
Lestar Jean,WR,0.5,,
Chris Owusu,WR,0.75,,
Eric Page,WR,1,,
Jeff Maehl,WR,0.25,,
Kerry Taylor,WR,1,,
Myles White,WR,1,,
Brenton Bersin,WR,0.666666667,,
Brian Tyms,WR,0.333333333,,
Chris Williams,WR,1,,
Bennie Fowler,WR,1,,
Jason Moore,S,0.333333333,,
Bradley Marquez,WR,0.5,,
Darius Jennings,WR,1,,
Donteea Dye,WR,0.5,,
Javontee Herndon,WR,1,,
Lucky Whitehead,WR,1,,
Nick Williams,DE,1,,
Alex Erickson,WR,1,,
Bryce Treggs,WR,1,,
Chris Harper,WR,0.5,,
Freddie Martino,WR,0.5,,
Nathan Hodel,S,0.875,,
Jalin Marshall,WR,1,,
Johnny Holton,WR,1,,
Maurice Harris,WR,1,,
Paul Turner,WR,1,,
Roger Lewis,WR,1,,
Tanner McEvoy,WR,1,,
Tommylee Lewis,WR,1,,
Wendall Williams,WR,1,,
Aaron Bailey,WR,0,,
Damon Thomas,WR,0,,
Darian Stewart,S,4.428571429,,
Nick Sorensen,S,0.8,,
David Mims,WR,0,,
Greg Primus,WR,0,,
Jeff Hill,WR,0,,
Milt Stegall,WR,0,,
Omar Douglas,WR,0,,
Reggie Brown,WR,0,,
Steve Rhem,WR,0,,
Tyrone Johnson,WR,0,,
Ben Bronson,WR,0,,
Corey Holliday,WR,0,,
Ryan Benjamin,S,0.666666667,,
Gary Harrell,WR,0,,
Kirby Dar Dar,WR,0,,
Mike Caldwell,WR,0,,
Thomas Bailey,WR,0,,
John Jackson,WR,0,,
Kendricke Bullard,WR,0,,
Kevin Jordan,WR,0,,
Larry Ryans,WR,0,,
Marvin Marshall,WR,0,,
Chris Sanders,WR,0,,
Steve Gleason,S,0.714285714,,
David Gamble,WR,0,,
Eric Smith,WR,0,,
Fred Brock,WR,0,,
Gunnard Twyner,WR,0,,
Jerry Reese,WR,0,,
Kaipo McGuire,WR,0,,
Latario Rachal,WR,0,,
Mike Jenkins,WR,0,,
Mitchell Galloway,WR,0,,
Ray Crittenden,WR,0,,
Ade Jimoh,CB,0.8,,
Tony Bland,WR,0,,
Alonzo Johnson,WR,0,,
Anthony Ladd,WR,0,,
Corey Thomas,WR,0,,
Ronnie Anderson,WR,0,,
Todd Doxzon,WR,0,,
Damon Dunn,WR,0,,
Isaac Jones,WR,0,,
Kevin McKenzie,WR,0,,
Lenzie Jackson,WR,0,,
Anthony Floyd,S,1,,
P.J. Franklin,WR,0,,
Robert Reed,WR,0,,
Ronnie Powell,WR,0,,
Yo Murphy,WR,0,,
Zola Davis,WR,0,,
Bobby Brown,WR,0,,
Chris Coleman,WR,0,,
Chris Jackson,WR,0,,
Curtis Jackson,WR,0,,
Darrius Blevins,WR,0,,
Bryan Pittman,S,0.857142857,,
Dialleo Burks,WR,0,,
Kwame Cavil,WR,0,,
LaVell Boyd,WR,0,,
Shockmain Davis,WR,0,,
Thabiti Davis,WR,0,,
Marcus Knight,WR,0,,
Micah Ross,WR,0,,
Nate Turner,WR,0,,
Pat Batteaux,WR,0,,
Phil McGeoghan,WR,0,,
Daryl Terrell,T,1.8,,
Tim Baker,WR,0,,
Albert Johnson,WR,0,,
Anthony Bright,WR,0,,
Atnaf Harris,WR,0,,
Derek Dorris,WR,0,,
Derrick Lewis,WR,0,,
J.J. Moses,WR,0,,
Jake Soliday,WR,0,,
James Jordan,WR,0,,
Justin Skaggs,WR,0,,
Kevin House,CB,0.5,,
Nathan Black,WR,0,,
Nick Davis,WR,0,,
Robert Baker,WR,0,,
Arland Bruce,WR,0,,
Brad Pyatt,WR,0,,
Grant Mattos,WR,0,,
Kenny Clark,WR,0,,
LaShaun Ward,WR,0,,
Lawrence Hamilton,WR,0,,
Terrence Edwards,WR,0,,
Reggie Myles,S,0.5,,
Ben Nelson,WR,0,,
Jamall Broussard,WR,0,,
Kendrick Starling,WR,0,,
P.J. Fleck,WR,0,,
Reggie Newhouse,WR,0,,
Richard Smith,WR,0,,
Ronald Bellamy,WR,0,,
Bam Childress,WR,0,,
Dominique Thompson,WR,0,,
Donovan Morgan,WR,0,,
Ronyell Whitaker,CB,1,,
O.J. Small,WR,0,,
Rich Parson,WR,0,,
Romby Bryant,WR,0,,
Brian Clark,WR,0,,
Chris Francies,WR,0,,
Jamaica Rector,WR,0,,
Jason Carter,WR,0,,
Kelvin Kight,WR,0,,
Kendrick Mosley,WR,0,,
Martin Nance,WR,0,,
Lorenzo Lynch,S,4.5,,
Rushen Jones,CB,0.5,,
Mike Espy,WR,0,,
Shaun Bodiford,WR,0,,
Taye Biddle,WR,0,,
Will Buchanon,WR,0,,
Anthony Mix,WR,0,,
Biren Ealy,WR,0,,
Bobby Sippio,WR,0,,
Chas Gessner,WR,0,,
Chris Davis,WR,0,,
Chris McFoy,WR,0,,
Shawn Mayer,S,0.5,,
Justin Jenkins,WR,0,,
Kerry Reed,WR,0,,
Michael Gasperson,WR,0,,
Anwar Phillips,WR,0,,
Brandon London,WR,0,,
Brandon Rideau,WR,0,,
Darnell Jenkins,WR,0,,
Ernie Wheelwright,WR,0,,
Logan Payne,WR,0,,
Michael Bumpus,WR,0,,
Terrell Roberts,CB,1,,
Steve Sanders,WR,0,,
Charly Martin,WR,0,,
Cord Parks,WR,0,,
Eric Fowler,WR,0,,
Jake Allen,WR,0,,
Maurice Purify,WR,0,,
Nate Jones,WR,0,,
Quan Cosby,WR,0,,
Sam Giguere,WR,0,,
Tyler Grisham,WR,0,,
Terrence Robinson,S,1,,
Brandon James,WR,0,,
Britt Davis,WR,0,,
Chris Brooks,WR,0,,
Derrick Townsel,WR,0,,
Dominique Curry,WR,0,,
Duke Calhoun,WR,0,,
Gary Banks,WR,0,,
Jeremy Horne,WR,0,,
John Matthews,WR,0,,
Onrea Jones,WR,0,,
Travaris Robinson,S,1,,
Roberto Wallace,WR,0,,
Taj Smith,WR,0,,
Darvin Adams,WR,0,,
Emmanuel Arceneaux,WR,0,,
Eron Riley,WR,0,,
Jamar Newsome,WR,0,,
Joe Hastings,WR,0,,
Julius Pruitt,WR,0,,
Kevin Cone,WR,0,,
Bert Reed,WR,0,,
Woodrow Dantzler,S,1,,
Chris Givens,WR,0,,
Chris Summers,WR,0,,
Dale Moss,WR,0,,
Darius Hanks,WR,0,,
David Douglas,WR,0,,
David Gilreath,WR,0,,
Derek Moye,WR,0,,
James Rodgers,WR,0,,
Jared Green,WR,0,,
Jeff Fuller,WR,0,,
Cullen Loeffler,S,0.909090909,,
Jerrell Jackson,WR,0,,
Joe Anderson,WR,0,,
Kashif Moore,WR,0,,
Kris Adams,WR,0,,
Lamont Bryant,WR,0,,
LaRon Byrd,WR,0,,
Marcus Jackson,WR,0,,
Michael Preston,WR,0,,
Nathan Palmer,WR,0,,
Phil Bates,WR,0,,
Dwight Anderson,CB,0.5,,
Royce Pollard,WR,0,,
Saalim Hakim,WR,0,,
Tim Benford,WR,0,,
Tray Session,WR,0,,
Troy Burrell,WR,0,,
Greg Jenkins,WR,0,,
Julian Talley,WR,0,,
Justin Veltung,WR,0,,
Lamaar Thomas,WR,0,,
Lance Lewis,WR,0,,
Dyshod Carter,CB,0.333333333,,
Michael Campbell,WR,0,,
Patrick Edwards,WR,0,,
Rodney Smith,WR,0,,
Ryan Spadola,WR,0,,
Skye Dawson,WR,0,,
Tobais Palmer,WR,0,,
Tori Gurley,WR,0,,
Corey Washington,WR,0,,
Frankie Hammond,WR,0,,
Isaiah Burse,WR,0,,
Earthwind Moreland,CB,0.333333333,,
Rico Richardson,WR,0,,
Solomon Patton,WR,0,,
Andrew Turzilli,WR,0,,
Ben Edwards,WR,0,,
DeAndrew White,WR,0,,
Jonathan Krause,WR,0,,
Kevin Smith,WR,0,,
Quan Bray,WR,0,,
Rannell Hall,WR,0,,
Seantavius Jones,WR,0,,
Tommy Bennett,S,3.166666667,,
Jason Horton,CB,1,,
Tony Washington,WR,0,,
Damiere Byrd,WR,0,,
Isaac Fruechte,WR,0,,
Jake Lampman,WR,0,,
Kalif Raymond,WR,0,,
Paul McRoberts,WR,0,,
Rashawn Scott,WR,0,,
Tevaun Smith,WR,0,,
Jerrell Pippens,S,0.5,,
Rayshun Reed,CB,1,,
Roc Alexander,CB,0.666666667,,
Roderick Bryant,CB,1,,
Ryan Kuehl,S,1,,
Dovonte Edwards,CB,0.5,,
Fred Booker,CB,1,,
Greg Warren,LS,1,,
Joe Zelenka,LS,0.75,,
Brian Russell,S,4.75,,
Lamont Reid,CB,1,,
Leigh Torrence,CB,0.833333333,,
Matt Katula,C,0.714285714,,
Rashied Davis,WR,1.571428571,,
Will Hunter,S,1,,
Antwain Spann,S,0.666666667,,
Derek Rackley,TE,0.125,,
Evan Oglesby,CB,0.333333333,,
Herana-Daze Jones,S,0.25,,
Jereme Perry,S,0.5,,
Lenny Walls,CB,2.166666667,,
Andrew Economos,LS,0.75,,
Antoine Harris,S,1,,
Boone Stutz,TE,0.5,,
C.J. Wallace,S,0.5,,
Chris Reis,S,0.75,,
Cletis Gordon,CB,0.5,,
Courtney Bryan,S,0.5,,
Eric Bassey,S,1,,
Jamaal Fudge,S,0.5,,
Jamaine Winborne,CB,0.5,,
Will Demps,S,4.571428571,,
Jeremy Cain,S,0.666666667,,
Nick Graham,CB,0.5,,
Steve Cargile,S,0.333333333,,
Willie Gaston,CB,1,,
Brett Goode,LS,1,,
Brian Witherspoon,CB,0.333333333,,
Geoffrey Pope,CB,0.333333333,,
Gerard Lawson,CB,0.333333333,,
Jamie Silva,S,1,,
Jared Retkofsky,S,0.5,,
Malcolm Butler,CB,8,,
Keith Davis,S,2.833333333,,
Kevin Hobbs,CB,0.666666667,,
Raymond Ventrone,S,0.75,,
Ryan Neill,S,0.25,,
Simeon Castille,CB,0.5,,
Bret Lockett,DB,1,,
Byron Westbrook,CB,1,,
C.J. Spillman,S,1,,
David Roach,S,1,,
Mike Leach,LS,0.4375,,
Thomas Gafford,LS,0.777777778,,
Kelly Herndon,CB,4,,
Clint Gresham,LS,1,,
Cornelius Brown,DB,1,,
Jon Corto,S,1.666666667,,
Jonathon Amaya,S,1,,
Mike Newton,DB,1,,
Mike Windt,LS,1,,
Nick Sundberg,LS,0.714285714,,
Roy Lewis,CB,0.5,,
Tanner Purdum,LS,1,,
Chris Hawkins,CB,1,,
Atari Bigby,S,2.375,,
Danny Aiken,S,0.8,,
Danny Gorrer,CB,0.4,,
James Dockery,CB,0.5,,
Jerome Boyd,S,0.5,,
Joe Porter,CB,0.5,,
Justin Drescher,S,0.857142857,,
Reshard Langford,S,0.5,,
Terrence Johnson,CB,0.5,,
Winston Venable,S,1,,
Aaron Brewer,LS,1,,
Clinton Hart,S,3.714285714,,
Anthony Walters,S,0.5,,
Beau Brinkley,LS,1,,
Christian Yount,S,0.75,,
David Sims,S,1,,
Isaiah Trufant,CB,1,,
Jeron Johnson,S,0.5,,
Josh Harris,LS,1,,
Josh Victorian,CB,0.5,,
LeQuan Lewis,CB,0.5,,
Omar Brown,S,0.5,,
Deke Cooper,S,3.333333333,,
Tysyn Hartman,S,1,,
Brynden Trawick,S,1,,
Carson Tinker,LS,1,,
Charles James,CB,1,,
Chris Banjo,S,0.5,,
Delano Howell,S,0.5,,
Jordan Kovacs,S,0.666666667,,
Jose Gumbs,S,0.5,,
Kevin McDermott,LS,0.75,,
Kyle Nelson,LS,0.6,,
Leigh Bodden,CB,4,,
Rod Sweeting,CB,1,,
Akeem Davis,S,0.333333333,,
Andrew DePaola,LS,1,,
Brian Dixon,CB,0.666666667,,
Chandler Fenner,CB,1,,
Chase Minnifield,CB,0.5,,
Chris Davis,CB,0.666666667,,
Craig Loston,S,0.5,,
Demontre Hurst,CB,1,,
Dewey McDonald,S,0.666666667,,
Nick Harper,CB,4.555555556,,
Greg Ducre,CB,0.5,,
Jumal Rolle,CB,0.5,,
L.J. McCray,S,0.5,,
Loucheiz Purifoy,CB,1,,
Marcus Ball,S,0.5,,
Marcus Harris,CB,1,,
Mohammed Seisay,CB,1,,
Neiko Thorpe,CB,0.75,,
Sean Richardson,S,0.25,,
Tyler Patmon,CB,1,,
James Butler,S,3.428571429,,
Ayodeji Olatoye,CB,0.5,,
Brandon King,S,1,,
Charley Hughlett,LS,1,,
Cody Riggs,CB,0.5,,
Deshazor Everett,S,1,,
Dion Bailey,S,1,,
James Winchester,LS,1,,
Kurtis Drummond,S,1,,
Marcus Cromartie,CB,0.666666667,,
Mario Butler,CB,0.5,,
Abram Elam,S,4.142857143,,
Nick Marshall,CB,1,,
Peyton Thompson,S,0.666666667,,
Ronald Martin,S,0.5,,
Shamiel Gary,S,0.5,,
Teddy Williams,CB,0.25,,
Tyrell Williams,WR,5,,
Adairius Barnes,CB,1,,
C.J. Goodwin,CB,1,,
C.J. Smith,CB,1,,
Casey Kreiter,S,1,,
Craig Dahl,S,3,,
Chris Lewis-Harris,CB,0.2,,
Christopher Milton,CB,1,,
Dashaun Phillips,CB,0.5,,
DeAndre Elliott,CB,1,,
De'Vante Harris,CB,1,,
Dexter McCoil,LB,1,,
Jacoby Glenn,CB,0.5,,
Jarrod Wilson,S,1,,
Javien Elliott,CB,1,,
Jonathan Jones,DB,1,,
Brent Grimes,CB,5.9,,
Jordan Babineaux,CB,3.333333333,,
Josh Hawkins,CB,1,,
Josh Johnson,QB,1,,
Kentrell Brice,S,1,,
Marwin Evans,S,1,,
Matthias Farley,S,1,,
Nolan Frese,S,1,,
Patrick Scales,LS,0.333333333,,
Robert Nelson,CB,1,,
Sheldon Price,CB,0.5,,
Trovon Reed,CB,1,,
Husain Abdullah,S,3,,
Cary Brabham,DB,0,,
Fred Foggie,DB,0,,
Herschel Currie,DB,0,,
Israel Byrd,DB,0,,
Matt Gay,DB,0,,
Ray Wilson,DB,0,,
Carlos Brooks,DB,0,,
Conrad Clarks,DB,0,,
Greg Tremble,DB,0,,
Melvin Aldridge,DB,0,,
Sam Shields,CB,3.857142857,,
Michael Williams,DB,0,,
Tommy Johnson,DB,0,,
Tony Jones,DB,0,,
Chris Johnson,DB,0,,
Chris Martin,DB,0,,
Eric Sutton,DB,0,,
Kwame Ellis,DB,0,,
Lamar Lyons,DB,0,,
Lee Cole,DB,0,,
Mike Robinson,DB,0,,
Antwon Blake,CB,2.75,,
Rashid Gayle,DB,0,,
Richard Jones,DB,0,,
Steve Hall,DB,0,,
Anthone Lott,DB,0,,
Blaine McElmurry,S,0,,
Joe Rowe,DB,0,,
Lawrence Wright,S,0,,
Mike Salmon,DB,0,,
Anthony Bass,CB,0,,
Buddy Crutchfield,CB,0,,
Danny Woodhead,WR,5.125,,
Jason Kaiser,DB,0,,
Joey Eloms,CB,0,,
John Jenkins,DB,0,,
Kelvin Moore,DB,0,,
Kory Blackwell,DB,0,,
Ray Hill,CB,0,,
Ric Mathias,DB,0,,
Tawambi Settles,DB,0,,
Terry Billups,CB,0,,
Andre Dixon,CB,0,,
Roger Jones,CB,2,,
Bashir Levingston,CB,0,,
Brock Olivo,S,0,,
Chris Rogers,CB,0,,
Corey Chamblin,CB,0,,
Delphfrine Lee,CB,0,,
Derrick Gardner,CB,0,,
Keith Crawford,WR,0.4,,
Marcus Ray,S,0,,
Mark Rodenhauser,S,0.833333333,,
Morris Unutoa,S,0.714285714,,
Calvin Jackson,S,3.833333333,,
Rodney Artmore,S,0,,
Tre Thomas,S,0,,
Josh Symonette,S,0,,
Payton Williams,DB,0,,
Shadwick Criss,CB,0,,
Sirr Parker,CB,0,,
Central McClellion,CB,0,,
Darius Clark,S,0,,
Darrel Crutchfield,CB,0,,
Delvin Brown,S,0,,
Mike Tomczak,QB,3.5,,
Jermaine Hampton,DB,0,,
Reggie Waddell,DB,0,,
Renard Cox,CB,0,,
Tim Carter,CB,0,,
Willie Gary,S,0,,
Zebbie Lethridge,CB,0,,
Andrew Davison,CB,0,,
Bruce Branch,DB,0,,
Clint Finley,S,0,,
Darnell Dinkins,TE,0.125,,
Tim Hauck,S,1.888888889,,
Eric Joyce,CB,0,,
Erik Totten,DB,0,,
Erwin Swiney,CB,0,,
Jody Littleton,S,0,,
Julian Jones,S,0,,
Marcus Floyd,CB,0,,
Mike Solwold,TE,0,,
Nijrell Eason,DB,0,,
Ricot Joseph,DB,0,,
Shawn Byrdsong,DB,0,,
Kevin Mathis,S,2.444444444,,
Travis Coleman,DB,0,,
Walter Bernard,CB,0,,
Chris Brown,CB,0,,
Clarence LeBlanc,S,0,,
Daryon Brutley,CB,0,,
Jason Goss,CB,0,,
Jemeel Powell,CB,0,,
Julius Curry,S,0,,
Rhett Nelson,CB,0,,
Ron Israel,S,0,,
Tramon Williams,CB,5.333333333,,
Ainsley Battles,S,2.75,,
Tony Okanlawon,S,0,,
Adrian Mayes,S,0,,
Chris Kern,DB,0,,
Clarence Curry,CB,0,,
David Richardson,CB,0,,
Garnell Wilds,CB,0,,
Justin Sandy,S,0,,
Quintin Williams,S,0,,
Robb Butler,CB,0,,
Rufus Brown,DB,0,,
Ifeanyi Ohalete,S,5,,
Scott Connot,S,0,,
Ahmad Treaudo,CB,0,,
Cam Newton,S,0,,
Chris McKenzie,CB,0,,
Damien Anderson,RB,0.5,,
Darrien Johnson,DB,0,,
Ernest Shazor,S,0,,
Jeremy Thornburg,S,0,,
Jermaine Hardy,S,0,,
Jerron Wishom,CB,0,,
Curtis DeLoatch,CB,1.75,,
Laroni Gallishaw,CB,0,,
Marcus Randall,S,0,,
Michael Harden,CB,0,,
Patrick Body,CB,0,,
Therrian Fontenot,CB,0,,
Zach Norton,CB,0,,
Darrell Hunter,CB,0,,
Dion Byrum,CB,0,,
Gerard Ross,DB,0,,
Jack Hunt,S,0,,
Nick Ferguson,S,2.7,,
Jamie Thompson,S,0,,
John Eubanks,CB,0,,
Jovon Johnson,CB,0,,
Markus Curry,CB,0,,
Michael Bragg,CB,0,,
Nick Turnbull,S,0,,
R.J. Cobbs,DB,0,,
Shirdonya Mitchell,CB,0,,
Tyler Everett,S,0,,
Darius Vinnett,CB,0,,
Roderick Hood,CB,3,,
Grant Mason,CB,0,,
LaMarcus Hicks,S,0,,
Marcus Paschal,S,0,,
Roderick Rogers,S,0,,
Tuff Harris,S,0,,
Eric Brock,S,0,,
Isaiah Gardner,CB,0,,
Jamar Adams,S,0,,
Tra Battle,S,0,,
Brandon Anderson,CB,0,,
George Wilson,S,3.625,,
Derrick Roberson,CB,0,,
De'von Hall,DB,0,,
Greg Fassitt,CB,0,,
Jahi Word-Daniels,CB,0,,
K.J. Gerard,S,0,,
Lendy Holmes,S,0,,
Ricky Price,S,0,,
Rico Murray,CB,0,,
Trevor Ford,CB,0,,
Woodny Turenne,CB,0,,
Chris Carr,CB,2.111111111,,
Anderson Russell,S,0,,
Chad Simpson,S,1,,
D.J. Johnson,TE,0,,
David Pender,DB,0,,
Dominique Harris,S,0,,
Emanuel Cook,S,0,,
Jackie Bates,CB,0,,
Kyle McCarthy,S,0,,
Marcus Brown,CB,0,,
Nate Ness,S,0,,
Jabari Greer,CB,3.6,,
Paul Pratt,CB,0,,
Pete Ittersagen,CB,0,,
Prince Miller,CB,0,,
Randy Phillips,S,0,,
Sha'reff Rashad,S,0,,
Torri Williams,S,0,,
Vince Anderson,S,0,,
Brandon King,CB,0,,
Brian Jackson,CB,0,,
Chris Smith,CB,0,,
Kyle Arrington,CB,3.285714286,,
Da'Mon Cromartie-Smith,S,0,,
Devin Holland,S,0,,
Mana Silva,S,0,,
Marshay Green,CB,0,,
Ross Ventrone,S,0,,
T.J. Heath,CB,0,,
Tim Atchison,DB,0,,
Tracy Wilson,S,0,,
A.J. Davis,CB,0,,
Blake Gideon,S,0,,
Duke Ihenacho,S,1.8,,
Chaz Powell,S,0,,
Cyhl Quarles,DB,0,,
De'Andre Presley,WR,0,,
Donnie Fletcher,CB,0,,
Gregory Gatson,CB,0,,
James Rogers,DB,0,,
Jerico Nelson,S,0,,
Julian Posey,CB,0,,
Justin Snow,TE,0,,
Laron Scott,DB,0,,
Brandon Browner,CB,5.2,,
Barry Church,S,3.428571429,,
Matt Daniels,S,0,,
Nicholas Taylor,DB,0,,
Nick Saenz,S,0,,
Quinton Pointer,CB,0,,
Sean Baker,S,0,,
Sean Cattouse,S,0,,
Tony Dye,S,0,,
Vince Agnew,CB,0,,
C.J. Wilson,CB,0,,
Chance Casey,CB,0,,
Ron Parker,CB,3.166666667,,
Deveron Carr,CB,0,,
Isaiah Green,CB,0,,
Jakar Hamilton,S,0,,
James Nixon,CB,0,,
Jawanza Starling,S,0,,
Johnny Adams,CB,0,,
Josh Aubrey,S,0,,
Justin Green,CB,0,,
Kanorris Davis,S,0,,
Keelan Johnson,S,0,,
Andrew Sendejo,S,2.571428571,,
Micah Pellerin,CB,0,,
Robert Steeples,CB,0,,
Shelton Johnson,S,0,,
Al Louis-Jean,CB,0,,
Carrington Byndom,CB,0,,
Jerome Couplin,S,0,,
Kenny Ladler,S,0,,
Lowell Rose,CB,0,,
Onterio McCalebb,CB,0,,
Sammy Seamster,CB,0,,
Bradley McDougald,S,3.25,,
Terrance Parks,S,0,,
Tramain Jacobs,CB,0,,
Bryce Harris,T,1.25,,
Cariel Brooks,CB,0,,
Dean Marlowe,S,0,,
De'Ante Saunders,DB,0,,
Denzel Rice,CB,0,,
Eric Patterson,CB,0,,
Isaiah Johnson,S,0,,
Keenan Lambert,S,0,,
DeShawn Shead,CB,2,,
Kimario McFadden,S,0,,
Rick Lovato,LS,0,,
Seyi Ajirotutu,WR,0.666666667,,
Steve Weatherford,P,2,,
Tay Glover-Wright,CB,0,,
Tevin McDonald,S,0,,
Tyler Ott,S,0,,
A.J. Hendy,S,0,,
Aaron Grymes,CB,0,,
Al-Hajj Shabazz,CB,0,,
Isa Abdul-Quddus,S,2.5,,
Antonio Hamilton,CB,0,,
Bryson Keeton,CB,0,,
Curtis Riley,CB,0,,
De'Vante Bausby,DB,0,,
Doug Middleton,S,0,,
Erik Harris,DB,0,,
Frankie Williams,CB,0,,
Jermaine Whitehead,S,0,,
Kameron Canaday,S,0,,
Lafayette Pitts,CB,0,,
Tony Jefferson,S,3.5,,
Lou Young,CB,0,,
Makinton Dorleant,CB,0,,
Michael Hunter,CB,0,,
Robertson Daniel,CB,0,,
Sharrod Neasman,S,0,,
Travell Dixon,S,0,,
Trevon Hartfield,S,0,,
Tyvis Powell,S,0,,
Reggie White,DE,14.16666667,,
Damon Harrison,DT,8.6,,
Tramaine Brock,CB,2.714285714,,
Cameron Wake,DE,10,,
John Randle,DT,11,,
Jamal Williams,DT,5.923076923,,
Adewale Ogunleye,DE,7.2,,
Pat Williams,DT,6.428571429,,
William Fuller,DE,9.2,,
Michael Bennett,DE,6.25,,
Greg Kragen,DT,7.5,,
D'Marco Farr,DT,6.428571429,,
Eric Hicks,DE,5,,
Orlando Watters,CB,5,,
Bryan Robinson,DT,5.428571429,,
Juqua Parker,DE,3,,
James Hall,DE,5.5,,
Chris Clemons,DE,4.818181818,,
Rick Lyle,DT,4.555555556,,
