"Rk","Player","URL","Year","Age","Draft","Tm","Lg","G","GS","Yrs","PB","AP1","AV"
"18799","Dave Duerson","/players/D/DuerDa00.htm","1984","24","3-64abc","CHI","NFL","16","0","1","0","0","2"
"18800","Don Dufek","/players/D/DufeDo20.htm","1979","25","5-126abc","SEA","NFL","13","0","1","0","0","2"
"18801","Don Dufek","/players/D/DufeDo20.htm","1979","25","5-126abc","SEA","NFL","13","0","1","0","0","2"
"18802","Don Dufek","/players/D/DufeDo20.htm","1976","22","5-126abc","SEA","NFL","14","0","1","0","0","2"
"18803","Roger Duffy","/players/D/DuffRo20.htm","1990","23","8-196abc","NYJ","NFL","16","2","1","0","0","2"
"18804","Roger Duffy","/players/D/DuffRo20.htm","1993","26","8-196abc","NYJ","NFL","16","1","1","0","0","2"
"18805","Dan Dufour","/players/D/DufoDa20.htm","1984","24","Noneabc","ATL","NFL","6","3","1","0","0","2"
"18806","Bill Dugan","/players/D/DugaBi20.htm","1982","23","3-58abc","SEA","NFL","9","2","1","0","0","2"
"18807","Bill Dugan","/players/D/DugaBi20.htm","1981","22","3-58abc","SEA","NFL","16","2","1","0","0","2"
"18808","Bill Dugan","/players/D/DugaBi20.htm","1983","24","3-58abc","SEA","NFL","15","1","1","0","0","2"
"18809","A.J. Duhe","/players/D/DuheA.00.htm","1979","24","1-13abc","MIA","NFL","13","2","1","0","0","2"
"18810","Jamie Dukes","/players/D/DukeJa20.htm","1988","24","Noneabc","ATL","NFL","12","5","1","0","0","2"
"18811","Jamie Dukes","/players/D/DukeJa20.htm","1986","22","Noneabc","ATL","NFL","14","4","1","0","0","2"
"18812","Bill DuLac","/players/D/DuLaBi20.htm","1974","23","7-167abc","NWE","NFL","13","1","1","0","0","2"
"18813","Mike Dumas","/players/D/DumaMi20.htm","1992","23","2-28abc","HOU","NFL","16","1","1","0","0","2"
"18814","Mike Dumas","/players/D/DumaMi20.htm","1991","22","2-28abc","HOU","NFL","13","0","1","0","0","2"
"18815","Doug Dumler","/players/D/DumlDo20.htm","1975","25","5-108abc","NWE","NFL","14","3","1","0","0","2"
"18816","Curtis Duncan","/players/D/DuncCu00.htm","1987","22","10-258abc","HOU","NFL","10","0","1","0","0","2"
"18817","Speedy Duncan","/players/D/DuncSp00.htm","1974","32","Noneabc","WAS","NFL","2","0","1","0","0","2"
"18818","Tony Dungy","/players/D/DungTo20.htm","1979","24","Noneabc","SFO","NFL","15","7","1","0","0","2"
"18819","Gary Dunn","/players/D/DunnGa20.htm","1980","27","6-159abc","PIT","NFL","16","1","1","0","0","2"
"18820","Gary Dunn","/players/D/DunnGa20.htm","1978","25","6-159abc","PIT","NFL","16","1","1","0","0","2"
"18821","Bill Dunstan","/players/D/DunsBi20.htm","1973","24","14-361abc","PHI","NFL","14","7","1","0","0","2"
"18822","Reggie Dupard","/players/D/DupaRe00.htm","1987","24","1-26abc","NWE","NFL","8","3","1","0","0","2"
"18823","Billy Joe DuPree","/players/D/DuprBi00.htm","1981","31","1-20abc","DAL","NFL","16","15","1","0","0","2"
"18824","Billy Joe DuPree","/players/D/DuprBi00.htm","1975","25","1-20abc","DAL","NFL","14","6","1","0","0","2"
"18825","Sandy Durko","/players/D/DurkSa20.htm","1974","26","6-137abc","NWE","NFL","11","4","1","0","0","2"
"18826","Michael Durrette","/players/D/DurrMi20.htm","1987","30","Noneabc","SFO","NFL","3","3","1","0","0","2"
"18827","Mark Dusbabek","/players/D/DusbMa20.htm","1989","25","4-105abc","MIN","NFL","16","1","1","0","0","2"
"18828","John Dutton","/players/D/DuttJo00.htm","1979","28","1-5abc","DAL","NFL","8","4","1","0","0","2"
"18829","John Dutton","/players/D/DuttJo00.htm","1980","29","1-5abc","DAL","NFL","16","0","1","0","0","2"
"18830","Rick Dvorak","/players/D/DvorRi20.htm","1974","22","3-55abc","NYG","NFL","13","0","1","0","0","2"
"18831","Mike Dwyer","/players/D/DwyeMi20.htm","1987","24","Noneabc","DAL","NFL","3","3","1","0","0","2"
"18832","Robin Earl","/players/E/EarlRo00.htm","1979","24","3-61abc","CHI","NFL","13","2","1","0","0","2"
"18833","Robin Earl","/players/E/EarlRo00.htm","1977","22","3-61abc","CHI","NFL","14","3","1","0","0","2"
"18834","Robin Earl","/players/E/EarlRo00.htm","1980","25","3-61abc","CHI","NFL","16","13","1","0","0","2"
"18835","Walt Easley","/players/E/EaslWa00.htm","1981","24","Noneabc","SFO","NFL","12","1","1","0","0","2"
"18836","Tony Eason","/players/E/EasoTo00.htm","1983","24","1-15abc","NWE","NFL","16","4","1","0","0","2"
"18837","Tony Eason","/players/E/EasoTo00.htm","1987","28","1-15abc","NWE","NFL","4","3","1","0","0","2"
"18838","Ray Easterling","/players/E/EastRa20.htm","1973","24","9-223abc","ATL","NFL","1","0","1","0","0","2"
"18839","Tracey Eaton","/players/E/EatoTr20.htm","1989","24","7-187abc","HOU","NFL","16","2","1","0","0","2"
"18840","Keith Eck","/players/E/EckxKe20.htm","1979","24","Noneabc","NYG","NFL","13","1","1","0","0","2"
"18841","Ferrell Edmunds","/players/E/EdmuFe00.htm","1993","28","3-73abc","SEA","NFL","16","16","1","0","0","2"
"18842","Brad Edwards","/players/E/EdwaBr20.htm","1990","24","2-54abc","WAS","NFL","16","1","1","0","0","2"
"18843","Dave Edwards","/players/E/EdwaDa21.htm","1987","25","Noneabc","PIT","NFL","3","3","1","0","0","2"
"18844","Dave Edwards","/players/E/EdwaDa21.htm","1986","24","Noneabc","PIT","NFL","16","1","1","0","0","2"
"18845","Dixon Edwards","/players/E/EdwaDi20.htm","1992","24","2-37abc","DAL","NFL","16","1","1","0","0","2"
"18846","Dixon Edwards","/players/E/EdwaDi20.htm","1991","23","2-37abc","DAL","NFL","11","1","1","0","0","2"
"18847","Glen Edwards","/players/E/EdwaGl00.htm","1981","34","Noneabc","SDG","NFL","8","8","1","0","0","2"
"18848","Glen Edwards","/players/E/EdwaGl00.htm","1978","31","Noneabc","SDG","NFL","14","2","1","0","0","2"
"18849","Randy Edwards","/players/E/EdwaRa20.htm","1985","24","Noneabc","SEA","NFL","16","0","1","0","0","2"
"18850","Ron Egloff","/players/E/EgloRo00.htm","1981","26","Noneabc","DEN","NFL","16","6","1","0","0","2"
"18851","Ron Egloff","/players/E/EgloRo00.htm","1983","28","Noneabc","DEN","NFL","16","10","1","0","0","2"
"18852","Tom Ehlers","/players/E/EhleTo20.htm","1978","26","13-324abc","BUF","NFL","8","0","1","0","0","2"
"18853","Joe Ehrmann","/players/E/EhrmJo00.htm","1980","31","1-10abc","BAL","NFL","16","1","1","0","0","2"
"18854","Joe Ehrmann","/players/E/EhrmJo00.htm","1979","30","1-10abc","BAL","NFL","15","5","1","0","0","2"
"18855","Mike Eischeid","/players/E/EiscMi20.htm","1973","33","Noneabc","MIN","NFL","14","0","1","0","0","2"
"18856","Carl Ekern","/players/E/EkerCa00.htm","1982","28","5-128abc","RAM","NFL","3","3","1","0","0","2"
"18857","Cleveland Elam","/players/E/ElamCl00.htm","1978","26","4-85abc","SFO","NFL","12","4","1","0","0","2"
"18858","Bruce Elia","/players/E/EliaBr20.htm","1976","23","4-100abc","SFO","NFL","12","2","1","0","0","2"
"18859","Bill Elko","/players/E/ElkoBi20.htm","1983","24","7-192abc","SDG","NFL","11","3","1","0","0","2"
"18860","Bill Ellenbogen","/players/E/ElleBi20.htm","1977","27","Noneabc","NYG","NFL","12","0","1","0","0","2"
"18861","Gary Ellerson","/players/E/ElleGa00.htm","1987","24","7-182abc","DET","NFL","8","2","1","0","0","2"
"18862","Lin Elliott","/players/E/elliolin01.htm","1994","26","Noneabc","KAN","NFL","16","0","1","0","0","2"
"18863","Matt Elliott","/players/E/ElliMa20.htm","1992","24","12-336abc","WAS","NFL","16","2","1","0","0","2"
"18864","Tony Elliott","/players/E/ElliTo20.htm","1982","23","5-114abc","NOR","NFL","9","0","1","0","0","2"
"18865","Jimbo Elrod","/players/E/ElroJi20.htm","1979","25","5-144abc","HOU","NFL","4","0","1","0","0","2"
"18866","Jimbo Elrod","/players/E/ElroJi20.htm","1977","23","5-144abc","KAN","NFL","14","0","1","0","0","2"
"18867","Neil Elshire","/players/E/ElshNe20.htm","1986","28","Noneabc","MIN","NFL","10","4","1","0","0","2"
"18868","Neil Elshire","/players/E/ElshNe20.htm","1985","27","Noneabc","MIN","NFL","16","3","1","0","0","2"
"18869","Steve Emtman","/players/E/EmtmSt20.htm","1993","23","1-1abc","IND","NFL","5","5","1","0","0","2"
"18870","Dick Enderle","/players/E/EndeDi20.htm","1975","28","7-158abc","NYG","NFL","9","4","1","0","0","2"
"18871","Rick Engles","/players/E/EnglRi20.htm","1976","22","3-89abc","SEA","NFL","14","0","1","0","0","2"
"18872","Tory Epps","/players/E/EppsTo20.htm","1991","24","8-195abc","ATL","NFL","16","2","1","0","0","2"
"18873","Tory Epps","/players/E/EppsTo20.htm","1992","25","8-195abc","ATL","NFL","16","5","1","0","0","2"
"18874","Ricky Ervins","/players/E/ErviRi00.htm","1993","25","3-76abc","WAS","NFL","15","1","1","0","0","2"
"18875","Russell Erxleben","/players/E/erxlerus01.htm","1981","24","1-11abc","NOR","NFL","16","0","1","0","0","2"
"18876","Russell Erxleben","/players/E/erxlerus01.htm","1983","26","1-11abc","NOR","NFL","16","0","1","0","0","2"
"18877","Boomer Esiason","/players/E/EsiaBo00.htm","1984","23","2-38abc","CIN","NFL","10","4","1","0","0","2"
"18878","Boomer Esiason","/players/E/EsiaBo00.htm","1992","31","2-38abc","CIN","NFL","12","11","1","0","0","2"
"18879","Larry Estes","/players/E/EsteLa20.htm","1975","29","8-192abc","KAN","NFL","4","4","1","0","0","2"
"18880","Byron Evans","/players/E/EvanBy20.htm","1987","23","4-93abc","PHI","NFL","12","3","1","0","0","2"
"18881","Charlie Evans","/players/E/EvanCh01.htm","1973","25","14-356abc","NYG","NFL","5","3","1","0","0","2"
"18882","David Evans","/players/E/EvanDa21.htm","1986","27","Noneabc","MIN","NFL","16","1","1","0","0","2"
"18883","Doug Evans","/players/E/EvanDo21.htm","1993","23","6-141abc","GNB","NFL","16","0","1","0","0","2"
"18884","Johnny Evans","/players/E/EvanJo21.htm","1979","23","2-39abc","CLE","NFL","16","0","1","0","0","2"
"18885","Johnny Evans","/players/E/EvanJo21.htm","1980","24","2-39abc","CLE","NFL","16","0","1","0","0","2"
"18886","Norm Evans","/players/E/EvanNo00.htm","1978","36","14-106, 14-106AFLabc","SEA","NFL","13","2","1","0","0","2"
"18887","Vince Evans","/players/E/EvanVi00.htm","1992","37","6-140abc","RAI","NFL","5","0","1","0","0","2"
"18888","Vince Evans","/players/E/EvanVi00.htm","1993","38","6-140abc","RAI","NFL","8","1","1","0","0","2"
"18889","Vince Evans","/players/E/EvanVi00.htm","1979","24","6-140abc","CHI","NFL","4","3","1","0","0","2"
"18890","Eric Everett","/players/E/EverEr20.htm","1988","22","5-122abc","PHI","NFL","16","1","1","0","0","2"
"18891","Eric Everett","/players/E/EverEr20.htm","1990","24","5-122abc","TAM","NFL","16","0","1","0","0","2"
"18892","Rob Fada","/players/F/FadaRo20.htm","1984","23","9-230abc","CHI","NFL","14","1","1","0","0","2"
"18893","Kevin Fagan","/players/F/FagaKe20.htm","1987","24","4-102abc","SFO","NFL","7","2","1","0","0","2"
"18894","Jim Fahnhorst","/players/F/FahnJi20.htm","1984","26","4-92abc","SFO","NFL","14","2","1","0","0","2"
"18895","Jim Fahnhorst","/players/F/FahnJi20.htm","1988","30","4-92abc","SFO","NFL","16","3","1","0","0","2"
"18896","Jim Fahnhorst","/players/F/FahnJi20.htm","1985","27","4-92abc","SFO","NFL","15","2","1","0","0","2"
"18897","Keith Fahnhorst","/players/F/FahnKe00.htm","1987","35","2-35abc","SFO","NFL","3","3","1","0","0","2"
"18898","Greg Fairchild","/players/F/FairGr20.htm","1977","23","4-116abc","CIN","NFL","13","2","1","0","0","2"
"18899","Paul Fairchild","/players/F/FairPa20.htm","1985","24","5-124abc","NWE","NFL","16","2","1","0","0","2"
"18900","Paul Fairchild","/players/F/FairPa20.htm","1987","26","5-124abc","NWE","NFL","11","2","1","0","0","2"
"18901","Paul Fairchild","/players/F/FairPa20.htm","1988","27","5-124abc","NWE","NFL","16","3","1","0","0","2"
"18902","Leonard Fairley","/players/F/FairLe20.htm","1974","23","7-157abc","HOU","NFL","2","0","1","0","0","2"
"18903","Eric Fairs","/players/F/FairEr20.htm","1990","26","Noneabc","HOU","NFL","16","1","1","0","0","2"
"18904","Eric Fairs","/players/F/FairEr20.htm","1989","25","Noneabc","HOU","NFL","16","3","1","0","0","2"
"18905","Mike Fanning","/players/F/FannMi20.htm","1978","25","1-9abc","RAM","NFL","16","2","1","0","0","2"
"18906","Mike Fanning","/players/F/FannMi20.htm","1984","31","1-9abc","SEA","NFL","16","0","1","0","0","2"
"18907","Ken Fantetti","/players/F/FantKe20.htm","1985","28","2-37abc","DET","NFL","8","4","1","0","0","2"
"18908","Mike Fanucci","/players/F/FanuMi20.htm","1973","24","9-219abc","HOU","NFL","13","0","1","0","0","2"
"18909","Chris Farasopoulos","/players/F/FaraCh20.htm","1974","25","3-58abc","NOR","NFL","6","0","1","0","0","2"
"18910","Dale Farley","/players/F/FarlDa20.htm","1973","24","3-74abc","BUF","NFL","2","0","1","0","0","2"
"18911","George Farmer","/players/F/FarmGe01.htm","1973","25","3-54abc","CHI","NFL","14","13","1","0","0","2"
"18912","D'Marco Farr","/players/F/FarrDM20.htm","1994","23","Noneabc","RAM","NFL","10","3","1","0","0","2"
"18913","Mike Farr","/players/F/FarrMi00.htm","1990","23","Noneabc","DET","NFL","12","8","1","0","0","2"
"18914","Miller Farr","/players/F/FarrMi01.htm","1973","30","Noneabc","DET","NFL","6","2","1","0","0","2"
"18915","Sean Farrell","/players/F/FarrSe20.htm","1991","31","1-17abc","DEN","NFL","5","4","1","0","0","2"
"18916","Brett Faryniarz","/players/F/FaryBr20.htm","1989","24","Noneabc","RAM","NFL","16","0","1","0","0","2"
"18917","Brett Faryniarz","/players/F/FaryBr20.htm","1990","25","Noneabc","RAM","NFL","16","3","1","0","0","2"
"18918","Wilson Faumuina","/players/F/FaumWi20.htm","1978","24","1-20abc","ATL","NFL","16","1","1","0","0","2"
"18919","Ron Faurot","/players/F/FaurRo20.htm","1985","23","1-15abc","NYJ","NFL","5","4","1","0","0","2"
"18920","Ricky Feacher","/players/F/FeacRi00.htm","1983","29","10-270abc","CLE","NFL","9","5","1","0","0","2"
"18921","Jeff Feagles","/players/F/FeagJe20.htm","1991","25","Noneabc","PHI","NFL","16","0","1","0","0","2"
"18922","Jeff Feagles","/players/F/FeagJe20.htm","1992","26","Noneabc","PHI","NFL","16","0","1","0","0","2"
"18923","Jeff Feagles","/players/F/FeagJe20.htm","1990","24","Noneabc","PHI","NFL","16","0","1","0","0","2"
"18924","Jeff Feagles","/players/F/FeagJe20.htm","1994","28","Noneabc","ARI","NFL","16","0","1","0","0","2"
"18925","Grant Feasel","/players/F/FeasGr20.htm","1987","27","6-161abc","SEA","NFL","12","2","1","0","0","2"
"18926","Grant Feasel","/players/F/FeasGr20.htm","1988","28","6-161abc","SEA","NFL","16","2","1","0","0","2"
"18927","Grant Feasel","/players/F/FeasGr20.htm","1984","24","6-161abc","2TM","NFL","15","3","1","0","0","2"
"18928","Joe Federspiel","/players/F/FedeJo21.htm","1981","31","4-99abc","BAL","NFL","11","10","1","0","0","2"
"18929","Gerry Feehery","/players/F/FeehGe20.htm","1986","26","Noneabc","PHI","NFL","6","6","1","0","0","2"
"18930","Ron Fellows","/players/F/FellRo20.htm","1987","29","7-173abc","RAI","NFL","12","2","1","0","0","2"
"18931","Eric Felton","/players/F/FeltEr20.htm","1978","23","5-115abc","NOR","NFL","16","2","1","0","0","2"
"18932","Derrick Fenner","/players/F/FennDe00.htm","1991","24","10-268abc","SEA","NFL","11","7","1","0","0","2"
"18933","Rick Fenney","/players/F/FennRi00.htm","1987","23","8-211abc","MIN","NFL","11","0","1","0","0","2"
"18934","Bill Ferguson","/players/F/FergBi20.htm","1974","23","4-90abc","NYJ","NFL","13","0","1","0","0","2"
"18935","Joe Ferguson","/players/F/FergJo00.htm","1989","39","3-57abc","TAM","NFL","5","2","1","0","0","2"
"18936","Joe Ferguson","/players/F/FergJo00.htm","1986","36","3-57abc","DET","NFL","6","4","1","0","0","2"
"18937","Vagas Ferguson","/players/F/FergVa00.htm","1981","24","1-25abc","NWE","NFL","13","5","1","0","0","2"
"18938","Mervyn Fernandez","/players/F/FernMe00.htm","1987","28","10-277abc","RAI","NFL","7","7","1","0","0","2"
"18939","Vince Ferragamo","/players/F/FerrVi00.htm","1979","25","4-91abc","RAM","NFL","8","5","1","0","0","2"
"18940","Ron Ferrari","/players/F/FerrRo20.htm","1986","27","7-195abc","SFO","NFL","16","0","1","0","0","2"
"18941","Bob Ferrell","/players/F/FerrBo00.htm","1977","25","Noneabc","SFO","NFL","14","0","1","0","0","2"
"18942","Paul Fersen","/players/F/FersPa20.htm","1974","24","14-341abc","NOR","NFL","1","1","1","0","0","2"
"18943","Paul Fersen","/players/F/FersPa20.htm","1973","23","14-341abc","NOR","NFL","3","0","1","0","0","2"
"18944","Angelo Fields","/players/F/FielAn21.htm","1980","23","2-38abc","HOU","NFL","16","3","1","0","0","2"
"18945","Edgar Fields","/players/F/FielEd20.htm","1980","26","3-63abc","ATL","NFL","14","1","1","0","0","2"
"18946","Edgar Fields","/players/F/FielEd20.htm","1978","24","3-63abc","ATL","NFL","16","2","1","0","0","2"
"18947","Jaime Fields","/players/F/FielJa20.htm","1994","24","4-103abc","KAN","NFL","11","2","1","0","0","2"
"18948","Cedric Figaro","/players/F/FigaCe20.htm","1990","24","6-152abc","SDG","NFL","16","1","1","0","0","2"
"18949","Cedric Figaro","/players/F/FigaCe20.htm","1992","26","6-152abc","CLE","NFL","16","0","1","0","0","2"
"18950","Cedric Figaro","/players/F/FigaCe20.htm","1988","22","6-152abc","SDG","NFL","6","5","1","0","0","2"
"18951","Bob Fisher","/players/F/FishBo00.htm","1980","22","12-323abc","CHI","NFL","16","2","1","0","0","2"
"18952","Ed Fisher","/players/F/FishEd20.htm","1977","28","Noneabc","HOU","NFL","14","1","1","0","0","2"
"18953","Jeff Fisher","/players/F/FishJe20.htm","1983","25","7-177abc","CHI","NFL","8","3","1","0","0","2"
"18954","Scott Fitzkee","/players/F/FitzSc00.htm","1980","23","5-126abc","PHI","NFL","7","0","1","0","0","2"
"18955","Terrence Flagler","/players/F/FlagTe00.htm","1990","26","1-25abc","PHO","NFL","13","0","1","0","0","2"
"18956","Terrence Flagler","/players/F/FlagTe00.htm","1989","25","1-25abc","SFO","NFL","15","0","1","0","0","2"
"18957","John Flannery","/players/F/FlanJo20.htm","1992","23","2-44abc","HOU","NFL","15","2","1","0","0","2"
"18958","Chris Fletcher","/players/F/FletCh20.htm","1973","25","9-223abc","SDG","NFL","9","3","1","0","0","2"
"18959","Simon Fletcher","/players/F/FletSi20.htm","1985","23","2-54abc","DEN","NFL","16","1","1","0","0","2"
"18960","Simon Fletcher","/players/F/FletSi20.htm","1986","24","2-54abc","DEN","NFL","16","2","1","0","0","2"
"18961","Judson Flint","/players/F/FlinJu20.htm","1981","24","7-177abc","CLE","NFL","16","0","1","0","0","2"
"18962","Mike Flores","/players/F/FlorMi20.htm","1994","28","11-298abc","PHI","NFL","15","2","1","0","0","2"
"18963","John Floyd","/players/F/FloyJo00.htm","1979","23","4-104abc","SDG","NFL","8","2","1","0","0","2"
"18964","Darren Flutie","/players/F/FlutDa00.htm","1988","22","Noneabc","SDG","NFL","16","0","1","0","0","2"
"18965","Doug Flutie","/players/F/FlutDo00.htm","1989","27","11-285abc","NWE","NFL","5","3","1","0","0","2"
"18966","Tom Flynn","/players/F/FlynTo20.htm","1986","24","5-126abc","2TM","NFL","9","6","1","0","0","2"
"18967","Tim Foley","/players/F/FoleTi00.htm","1976","28","3-55abc","MIA","NFL","2","2","1","0","0","2"
"18968","Tim Foley","/players/F/FoleTi00.htm","1980","32","3-55abc","MIA","NFL","7","4","1","0","0","2"
"18969","Steve Folsom","/players/F/FolsSt00.htm","1989","31","10-261abc","DAL","NFL","16","16","1","0","0","2"
"18970","Herman Fontenot","/players/F/FontHe00.htm","1988","25","Noneabc","CLE","NFL","16","1","1","0","0","2"
"18971","Jerry Fontenot","/players/F/FontJe20.htm","1990","24","3-65abc","CHI","NFL","16","2","1","0","0","2"
"18972","Chris Foote","/players/F/FootCh20.htm","1990","34","6-144abc","MIN","NFL","16","3","1","0","0","2"
"18973","Brian Forde","/players/F/FordBr21.htm","1989","26","7-190abc","NOR","NFL","16","1","1","0","0","2"
"18974","Brian Forde","/players/F/FordBr21.htm","1990","27","7-190abc","NOR","NFL","16","0","1","0","0","2"
"18975","Brian Forde","/players/F/FordBr21.htm","1991","28","7-190abc","NOR","NFL","16","0","1","0","0","2"
"18976","Chuck Foreman","/players/F/ForeCh00.htm","1980","30","1-12abc","NWE","NFL","16","0","1","0","0","2"
"18977","Tom Forrest","/players/F/ForrTo20.htm","1974","22","8-185abc","CHI","NFL","8","0","1","0","0","2"
"18978","Ike Forte","/players/F/FortIk00.htm","1979","25","2-35abc","WAS","NFL","11","0","1","0","0","2"
"18979","Ike Forte","/players/F/FortIk00.htm","1980","26","2-35abc","WAS","NFL","12","0","1","0","0","2"
"18980","Roman Fortin","/players/F/FortRo20.htm","1992","25","8-203abc","ATL","NFL","16","1","1","0","0","2"
"18981","Roman Fortin","/players/F/FortRo20.htm","1991","24","8-203abc","DET","NFL","16","2","1","0","0","2"
"18982","Roman Fortin","/players/F/FortRo20.htm","1993","26","8-203abc","ATL","NFL","16","1","1","0","0","2"
"18983","Barry Foster","/players/F/FostBa00.htm","1990","22","5-128abc","PIT","NFL","16","1","1","0","0","2"
"18984","Roy Foster","/players/F/FostRo00.htm","1983","23","1-24abc","MIA","NFL","16","1","1","0","0","2"
"18985","Will Foster","/players/F/FostWi20.htm","1973","25","7-170abc","NWE","NFL","9","1","1","0","0","2"
"18986","Elbert Foules","/players/F/FoulEl20.htm","1985","24","Noneabc","PHI","NFL","16","3","1","0","0","2"
"18987","Dan Fouts","/players/F/FoutDa00.htm","1973","22","3-64abc","SDG","NFL","10","6","1","0","0","2"
"18988","Mike Fox","/players/F/FoxxMi20.htm","1990","23","2-51abc","NYG","NFL","16","0","1","0","0","2"
"18989","Mike Fox","/players/F/FoxxMi20.htm","1992","25","2-51abc","NYG","NFL","16","4","1","0","0","2"
"18990","Doug France","/players/F/FranDo00.htm","1975","22","1-20abc","RAM","NFL","14","1","1","0","0","2"
"18991","Ron Francis","/players/F/FranRo20.htm","1988","24","2-39abc","DAL","NFL","13","2","1","0","0","2"
"18992","Ron Francis","/players/F/FranRo20.htm","1990","26","2-39abc","DAL","NFL","15","0","1","0","0","2"
"18993","Ron Francis","/players/F/FranRo20.htm","1989","25","2-39abc","DAL","NFL","15","4","1","0","0","2"
"18994","Russ Francis","/players/F/FranRu00.htm","1988","35","1-16abc","NWE","NFL","12","8","1","0","0","2"
"18995","Wallace Francis","/players/F/FranWa00.htm","1973","22","5-110abc","BUF","NFL","12","0","1","0","0","2"
"18996","Donald Frank","/players/F/FranDo20.htm","1991","26","Noneabc","SDG","NFL","16","1","1","0","0","2"
"18997","Donald Frank","/players/F/FranDo20.htm","1990","25","Noneabc","SDG","NFL","16","2","1","0","0","2"
"18998","Donald Frank","/players/F/FranDo20.htm","1992","27","Noneabc","SDG","NFL","16","0","1","0","0","2"
"18999","John Frank","/players/F/FranJo00.htm","1988","26","2-56abc","SFO","NFL","7","6","1","0","0","2"
"19000","Cleveland Franklin","/players/F/FranCl00.htm","1978","23","8-202abc","PHI","NFL","16","4","1","0","0","2"
"19001","Cleveland Franklin","/players/F/FranCl00.htm","1982","27","8-202abc","BAL","NFL","9","0","1","0","0","2"
"19002","Jerrell Franklin","/players/F/FranJe21.htm","1987","28","Noneabc","HOU","NFL","3","3","1","0","0","2"
"19003","Dennis Franks","/players/F/FranDe20.htm","1979","26","Noneabc","DET","NFL","13","0","1","0","0","2"
"19004","Elvis Franks","/players/F/FranEl20.htm","1982","25","5-116abc","CLE","NFL","9","0","1","0","0","2"
"19005","Tracy Franz","/players/F/FranTr20.htm","1987","27","Noneabc","SFO","NFL","3","3","1","0","0","2"
"19006","Paul Frase","/players/F/FrasPa20.htm","1991","26","6-146abc","NYJ","NFL","16","2","1","0","0","2"
"19007","Andy Frederick","/players/F/FredAn20.htm","1984","30","5-137abc","CHI","NFL","16","2","1","0","0","2"
"19008","Andy Frederick","/players/F/FredAn20.htm","1980","26","5-137abc","DAL","NFL","16","1","1","0","0","2"
"19009","Andy Frederick","/players/F/FredAn20.htm","1985","31","5-137abc","CHI","NFL","16","1","1","0","0","2"
"19010","Lorenzo Freeman","/players/F/FreeLo20.htm","1990","26","4-89abc","PIT","NFL","11","1","1","0","0","2"
"19011","Phil Freeman","/players/F/FreePh00.htm","1986","24","8-204abc","TAM","NFL","15","6","1","0","0","2"
"19012","Steve Freeman","/players/F/FreeSt20.htm","1976","23","5-117abc","BUF","NFL","14","0","1","0","0","2"
"19013","Steve Freeman","/players/F/FreeSt20.htm","1977","24","5-117abc","BUF","NFL","14","0","1","0","0","2"
"19014","Jesse Freitas","/players/F/FreiJe00.htm","1975","24","6-133abc","SDG","NFL","8","4","1","0","0","2"
"19015","Rocky Freitas","/players/F/FreiRo00.htm","1978","33","3-73abc","TAM","NFL","13","2","1","0","0","2"
"19016","Gus Frerotte","/players/F/FrerGu00.htm","1994","23","7-197abc","WAS","NFL","4","4","1","0","0","2"
"19017","Mike Friede","/players/F/FrieMi00.htm","1981","24","3-62abc","NYG","NFL","16","15","1","0","0","2"
"19018","Mike Frier","/players/F/FrieMi20.htm","1992","23","7-178abc","CIN","NFL","15","3","1","0","0","2"
"19019","Toni Fritsch","/players/F/fritston01.htm","1975","30","Noneabc","DAL","NFL","14","0","1","0","0","2"
"19020","William Frizzell","/players/F/FrizWi20.htm","1991","29","10-259abc","TAM","NFL","16","4","1","0","0","2"
"19021","William Frizzell","/players/F/FrizWi20.htm","1988","26","10-259abc","PHI","NFL","16","0","1","0","0","2"
"19022","Bill Frohbose","/players/F/FrohBi20.htm","1974","22","Noneabc","DET","NFL","2","0","1","0","0","2"
"19023","David Frye","/players/F/FryeDa20.htm","1983","22","Noneabc","ATL","NFL","16","2","1","0","0","2"
"19024","David Frye","/players/F/FryeDa20.htm","1985","24","Noneabc","ATL","NFL","14","5","1","0","0","2"
"19025","Jean Fugett","/players/F/FugeJe00.htm","1979","28","13-338abc","WAS","NFL","11","6","1","0","0","2"
"19026","Scott Fulhage","/players/F/FulhSc20.htm","1989","28","Noneabc","ATL","NFL","16","0","1","0","0","2"
"19027","Scott Fulhage","/players/F/FulhSc20.htm","1987","26","Noneabc","CIN","NFL","11","0","1","0","0","2"
"19028","Scott Fulhage","/players/F/FulhSc20.htm","1992","31","Noneabc","ATL","NFL","16","0","1","0","0","2"
"19029","Jeff Fuller","/players/F/FullJe20.htm","1989","27","5-139abc","SFO","NFL","6","4","1","0","0","2"
"19030","Jeff Fuller","/players/F/FullJe20.htm","1984","22","5-139abc","SFO","NFL","13","1","1","0","0","2"
"19031","Jeff Fuller","/players/F/FullJe20.htm","1985","23","5-139abc","SFO","NFL","16","0","1","0","0","2"
"19032","Jeff Fuller","/players/F/FullJe20.htm","1986","24","5-139abc","SFO","NFL","6","0","1","0","0","2"
"19033","Steve Fuller","/players/F/FullSt00.htm","1986","29","1-23abc","CHI","NFL","16","2","1","0","0","2"
"19034","William Fuller","/players/F/FullWi00.htm","1987","25","1-21abc","HOU","NFL","12","1","1","0","0","2"
